zip,city,region,district
45672,Son Tay,East,District #15
45677,Bac Giang,East,District #15
45678,Lao Cai,East,District #15
45679,Hanoi,East,District #16
45680,Bac Giang,East,District #15
45681,Hai Phong,East,District #15
45682,Hanoi,East,District #15
45684,Son Tay,East,District #15
45686,Thai Nguyen,East,District #15
45688,Nam Dinh,East,District #15
45690,Lao Cai,East,District #15
45692,Son Tay,East,District #15
45693,Bac Giang,East,District #16
45694,Hai Phong,East,District #15
45696,Thai Nguyen,East,District #15
45697,Lao Cai,East,District #16
45701,Hanoi,East,District #15
45710,Ha Long,East,District #15
45711,Hanoi,East,District #15
45714,Thai Nguyen,East,District #15
45715,Hai Phong,East,District #15
45716,Hai Phong,East,District #15
45719,Ninh Binh,East,District #15
45723,Cam Pha,East,District #15
45724,Ninh Binh,East,District #15
45727,Uong Bi,East,District #15
45729,Bac Giang,East,District #15
45732,Thai Nguyen,East,District #15
45734,Bac Giang,East,District #15
45735,Hanoi,East,District #15
45741,Lao Cai,East,District #15
45742,Hai Phong,East,District #15
45743,Hai Phong,East,District #15
45744,Hai Phong,East,District #15
45745,Ninh Binh,East,District #15
45746,Thai Nguyen,East,District #15
45750,Thai Nguyen,East,District #15
45760,Hanoi,East,District #15
45761,Son Tay,East,District #15
45764,Bac Giang,East,District #15
45766,Ninh Binh,East,District #15
45767,Viet Tri,East,District #15
45768,Hai Phong,East,District #15
45769,Ninh Binh,East,District #15
45770,Cam Pha,East,District #15
45771,Uong Bi,East,District #15
45772,Ha Long,East,District #15
45775,Son Tay,East,District #15
45776,Bac Ninh,East,District #15
45778,Ninh Binh,East,District #15
45779,Lao Cai,East,District #15
45780,Cam Pha,East,District #15
45782,Uong Bi,East,District #15
45783,Nam Dinh,East,District #15
45784,Hanoi,East,District #15
45786,Son Tay,East,District #15
45787,Bac Giang,East,District #15
45788,Nam Dinh,East,District #15
45801,Bac Ninh,East,District #16
45804,Ha Long,East,District #16
45805,Ha Long,East,District #16
45806,Phu Ly,East,District #16
45807,Hanoi,East,District #16
45809,Thai Nguyen,East,District #16
45810,Hanoi,East,District #16
45812,Cam Pha,East,District #16
45813,Son Tay,East,District #16
45814,Cam Pha,East,District #14
45815,Hanoi,East,District #16
45816,Ninh Binh,East,District #16
45817,Cam Pha,East,District #16
45820,Hai Phong,East,District #16
45821,Lao Cai,East,District #16
45822,Hanoi,East,District #16
45827,Viet Tri,East,District #16
45828,Thai Nguyen,East,District #16
45830,Hanoi,East,District #16
45831,Uong Bi,East,District #16
45832,Hai Phong,East,District #16
45833,Uong Bi,East,District #16
45835,Phu Ly,East,District #16
45836,Uong Bi,East,District #14
45840,Nam Dinh,East,District #16
45841,Hai Phong,East,District #16
45843,Phu Ly,East,District #14
45844,Nam Dinh,East,District #16
45845,Viet Tri,East,District #16
45846,Thai Nguyen,East,District #16
45849,Ninh Binh,East,District #16
45850,Phu Ly,East,District #16
45854,Son Tay,East,District #16
45855,Ha Long,East,District #16
45856,Bac Giang,East,District #16
45858,Bac Giang,East,District #16
45860,Cam Pha,East,District #16
45862,Lao Cai,East,District #16
45863,Bac Ninh,East,District #16
45865,Ha Long,East,District #16
45867,Bac Ninh,East,District #14
45868,Ha Long,East,District #16
45869,Ninh Binh,East,District #16
45871,Son Tay,East,District #16
45872,Hai Phong,East,District #16
45873,Bac Giang,East,District #16
45874,Lao Cai,East,District #16
45875,Hanoi,East,District #16
45876,Nam Dinh,East,District #16
45877,Hai Phong,East,District #16
45879,Thai Nguyen,East,District #16
45880,Bac Ninh,East,District #16
45881,Uong Bi,East,District #16
45882,Nam Dinh,East,District #16
45883,Ha Long,East,District #16
45885,Son Tay,East,District #16
45886,Son Tay,East,District #16
45887,Nam Dinh,East,District #16
45888,Ha Long,East,District #16
45889,Hanoi,East,District #16
45890,Bac Giang,East,District #14
45891,Son Tay,East,District #16
45893,Viet Tri,East,District #16
45894,Phu Ly,East,District #16
45895,Thai Nguyen,East,District #16
45896,Uong Bi,East,District #16
45898,Hanoi,East,District #16
45899,Viet Tri,East,District #16
46001,Phu Ly,East,District #17
46011,Lao Cai,East,District #17
46012,Bac Giang,East,District #17
46013,Nam Dinh,East,District #17
46014,Cam Pha,East,District #17
46015,Ninh Binh,East,District #17
46016,Son Tay,East,District #17
46017,Viet Tri,East,District #17
46030,Cam Pha,East,District #17
46031,Thai Nguyen,East,District #17
46032,Bac Ninh,East,District #17
46033,Bac Giang,East,District #17
46034,Ninh Binh,East,District #17
46035,Cam Pha,East,District #17
46036,Ninh Binh,East,District #17
46037,Hanoi,East,District #17
46038,Phu Ly,East,District #17
46039,Cam Pha,East,District #17
46040,Son Tay,East,District #17
46041,Bac Giang,East,District #17
46044,Bac Giang,East,District #17
46045,Hai Phong,East,District #17
46048,Viet Tri,East,District #17
46050,Hai Phong,East,District #17
46051,Ha Long,East,District #17
46052,Lao Cai,East,District #17
46055,Hanoi,East,District #17
46056,Cam Pha,East,District #17
46057,Bac Ninh,East,District #17
46058,Son Tay,East,District #17
46060,Ninh Binh,East,District #17
46061,Lao Cai,East,District #17
46062,Thai Nguyen,East,District #17
46063,Uong Bi,East,District #17
46064,Viet Tri,East,District #17
46065,Son Tay,East,District #17
46068,Son Tay,East,District #17
46069,Thai Nguyen,East,District #17
46070,Hai Phong,East,District #17
46071,Uong Bi,East,District #17
46072,Phu Ly,East,District #17
46074,Hai Phong,East,District #17
46075,Hanoi,East,District #17
46076,Lao Cai,East,District #17
46077,Son Tay,East,District #17
46082,Ha Long,East,District #17
46103,Son Tay,East,District #17
46104,Nam Dinh,East,District #17
46105,Uong Bi,East,District #17
46106,Son Tay,East,District #17
46107,Lao Cai,East,District #17
46110,Uong Bi,East,District #17
46112,Hai Phong,East,District #17
46113,Nam Dinh,East,District #17
46115,Hanoi,East,District #17
46117,Ha Long,East,District #17
46118,Hai Phong,East,District #17
46120,Phu Ly,East,District #17
46121,Uong Bi,East,District #17
46122,Cam Pha,East,District #17
46123,Ninh Binh,East,District #17
46124,Bac Ninh,East,District #17
46125,Bac Ninh,East,District #17
46126,Ha Long,East,District #17
46127,Hanoi,East,District #16
46128,Bac Giang,East,District #17
46130,Uong Bi,East,District #17
46131,Son Tay,East,District #17
46133,Bac Ninh,East,District #16
46135,Cam Pha,East,District #17
46140,Thai Nguyen,East,District #17
46142,Viet Tri,East,District #17
46143,Ninh Binh,East,District #17
46144,Bac Giang,East,District #17
46147,Viet Tri,East,District #17
46148,Ha Long,East,District #17
46149,Son Tay,East,District #17
46150,Thai Nguyen,East,District #17
46151,Thai Nguyen,East,District #17
46154,Phu Ly,East,District #17
46156,Ha Long,East,District #17
46157,Hai Phong,East,District #17
46158,Bac Ninh,East,District #17
46160,Cam Pha,East,District #17
46161,Ha Long,East,District #17
46162,Thai Nguyen,East,District #17
46163,Phu Ly,East,District #17
46164,Son Tay,East,District #17
46165,Hanoi,East,District #17
46167,Hanoi,East,District #17
46168,Cam Pha,East,District #17
46171,Ninh Binh,East,District #17
46172,Nam Dinh,East,District #17
46173,Lao Cai,East,District #16
46175,Nam Dinh,East,District #17
46176,Phu Ly,East,District #17
46180,Ninh Binh,East,District #17
46181,Nam Dinh,East,District #17
46182,Hanoi,East,District #17
46183,Bac Giang,East,District #17
46184,Uong Bi,East,District #17
46186,Bac Giang,East,District #17
46201,Ninh Binh,East,District #17
46202,Ninh Binh,East,District #17
46203,Hanoi,East,District #17
46204,Ninh Binh,East,District #17
46205,Phu Ly,East,District #17
46214,Uong Bi,East,District #17
46216,Viet Tri,East,District #17
46217,Hanoi,East,District #17
46218,Ninh Binh,East,District #17
46219,Ha Long,East,District #17
46220,Lao Cai,East,District #17
46221,Cam Pha,East,District #17
46222,Thai Nguyen,East,District #17
46224,Hanoi,East,District #17
46225,Phu Ly,East,District #17
46226,Bac Ninh,East,District #17
46227,Ninh Binh,East,District #17
46228,Nam Dinh,East,District #17
46229,Lao Cai,East,District #17
46231,Hai Phong,East,District #17
46234,Viet Tri,East,District #17
46235,Son Tay,East,District #17
46236,Thai Nguyen,East,District #17
46237,Hanoi,East,District #17
46239,Lao Cai,East,District #17
46240,Bac Giang,East,District #17
46241,Hanoi,East,District #17
46247,Hanoi,East,District #17
46250,Hanoi,East,District #17
46254,Ninh Binh,East,District #17
46256,Uong Bi,East,District #17
46259,Ninh Binh,East,District #17
46260,Lao Cai,East,District #17
46268,Hai Phong,East,District #17
46278,Nam Dinh,East,District #17
46280,Cam Pha,East,District #17
46303,Quy Nhon,Central,District #31
46304,Ninh Binh,East,District #17
46307,Cam Pha,East,District #17
46310,Son Tay,East,District #17
46311,Tuy Hoa,Central,District #31
46312,Hoi An,Central,District #31
46319,Kon Tum,Central,District #31
46320,Hoi An,Central,District #31
46321,Phan Thiet,Central,District #31
46322,Phan Rang-Thap Cham,Central,District #31
46323,Nha Trang,Central,District #31
46324,Phan Rang-Thap Cham,Central,District #31
46327,Tuy Hoa,Central,District #31
46340,Hanoi,East,District #17
46341,Viet Tri,East,District #17
46342,Viet Tri,East,District #17
46345,Uong Bi,East,District #17
46346,Hanoi,East,District #17
46347,Bac Giang,East,District #17
46348,Lao Cai,East,District #17
46349,Quy Nhon,Central,District #31
46350,Nam Dinh,East,District #17
46352,Viet Tri,East,District #17
46355,Lao Cai,East,District #17
46356,Hoi An,Central,District #31
46360,Son Tay,East,District #17
46366,Viet Tri,East,District #17
46368,Bac Giang,East,District #17
46371,Uong Bi,East,District #17
46373,Tuy Hoa,Central,District #31
46374,Viet Tri,East,District #17
46375,Da Nang,Central,District #31
46376,Quy Nhon,Central,District #31
46377,Hue,Central,District #31
46380,Nam Dinh,East,District #17
46381,Phu Ly,East,District #17
46382,Cam Pha,East,District #17
46383,Son Tay,East,District #17
46385,Lao Cai,East,District #17
46390,Son Tay,East,District #17
46391,Son Tay,East,District #17
46392,Phu Ly,East,District #17
46394,Da Nang,Central,District #31
46402,Kon Tum,Central,District #31
46403,Phan Rang-Thap Cham,Central,District #31
46404,Kon Tum,Central,District #31
46405,Hue,Central,District #31
46406,Kon Tum,Central,District #31
46407,Dong Hoi,Central,District #31
46408,Phan Rang-Thap Cham,Central,District #31
46409,Phan Thiet,Central,District #31
46410,Nha Trang,Central,District #31
46501,Hai Phong,East,District #17
46504,Bac Giang,East,District #17
46506,Phu Ly,East,District #17
46507,Uong Bi,East,District #17
46510,Ha Long,East,District #17
46511,Phu Ly,East,District #17
46514,Hanoi,East,District #17
46515,Nam Dinh,East,District #17
46516,Lao Cai,East,District #17
46517,Hai Phong,East,District #17
46524,Bac Ninh,East,District #17
46526,Cam Pha,East,District #17
46528,Ha Long,East,District #17
46530,Son Tay,East,District #17
46531,Uong Bi,East,District #17
46532,Ha Long,East,District #17
46534,Ha Long,East,District #17
46536,Bac Ninh,East,District #17
46537,Phu Ly,East,District #17
46538,Phu Ly,East,District #17
46539,Ha Long,East,District #17
46540,Phu Ly,East,District #17
46542,Lao Cai,East,District #17
46543,Nam Dinh,East,District #17
46544,Hanoi,East,District #17
46545,Son Tay,East,District #17
46546,Cam Pha,East,District #17
46550,Phu Ly,East,District #17
46552,Thai Nguyen,East,District #17
46553,Thai Nguyen,East,District #17
46554,Nam Dinh,East,District #17
46555,Nam Dinh,East,District #17
46561,Hai Phong,East,District #17
46562,Ninh Binh,East,District #17
46563,Cam Pha,East,District #17
46565,Lao Cai,East,District #17
46567,Cam Pha,East,District #17
46571,Cam Pha,East,District #17
46572,Ha Long,East,District #17
46573,Ninh Binh,East,District #17
46574,Phu Ly,East,District #17
46580,Ha Long,East,District #17
46581,Uong Bi,East,District #17
46582,Cam Pha,East,District #17
46590,Ha Long,East,District #17
46601,Phu Ly,East,District #17
46613,Nam Dinh,East,District #17
46614,Cam Pha,East,District #17
46615,Nam Dinh,East,District #17
46616,Viet Tri,East,District #17
46617,Hanoi,East,District #17
46619,Bac Ninh,East,District #17
46626,Bac Giang,East,District #17
46628,Uong Bi,East,District #17
46635,Bac Giang,East,District #17
46637,Phu Ly,East,District #17
46660,Thai Nguyen,East,District #17
46701,Hanoi,East,District #16
46702,Phu Ly,East,District #17
46703,Viet Tri,East,District #17
46705,Viet Tri,East,District #16
46706,Bac Giang,East,District #16
46710,Nam Dinh,East,District #16
46711,Ha Long,East,District #16
46714,Viet Tri,East,District #16
46721,Cam Pha,East,District #16
46723,Uong Bi,East,District #16
46725,Nam Dinh,East,District #16
46730,Cam Pha,East,District #16
46732,Thai Nguyen,East,District #16
46733,Bac Ninh,East,District #16
46737,Phu Ly,East,District #17
46738,Ha Long,East,District #16
46740,Uong Bi,East,District #16
46741,Hanoi,East,District #16
46742,Nam Dinh,East,District #16
46743,Viet Tri,East,District #16
46745,Hanoi,East,District #16
46746,Phu Ly,East,District #17
46747,Cam Pha,East,District #17
46748,Son Tay,East,District #16
46750,Hanoi,East,District #17
46755,Bac Ninh,East,District #16
46760,Bac Ninh,East,District #16
46761,Nam Dinh,East,District #17
46763,Cam Pha,East,District #16
46764,Uong Bi,East,District #16
46765,Bac Giang,East,District #16
46767,Bac Giang,East,District #17
46770,Son Tay,East,District #16
46772,Ha Long,East,District #16
46773,Viet Tri,East,District #16
46774,Thai Nguyen,East,District #16
46776,Uong Bi,East,District #17
46777,Son Tay,East,District #16
46779,Lao Cai,East,District #17
46781,Bac Giang,East,District #17
46783,Viet Tri,East,District #16
46784,Bac Ninh,East,District #17
46785,Ninh Binh,East,District #16
46786,Bac Ninh,East,District #17
46787,Hai Phong,East,District #16
46788,Cam Pha,East,District #16
46789,Lao Cai,East,District #17
46791,Thai Nguyen,East,District #16
46792,Phu Ly,East,District #17
46793,Uong Bi,East,District #16
46794,Ha Long,East,District #17
46795,Bac Giang,East,District #17
46796,Cam Pha,East,District #16
46797,Son Tay,East,District #16
46798,Son Tay,East,District #16
46799,Viet Tri,East,District #16
46801,Viet Tri,East,District #16
46802,Lao Cai,East,District #16
46803,Ha Long,East,District #16
46804,Phu Ly,East,District #16
46805,Phu Ly,East,District #16
46806,Hai Phong,East,District #16
46807,Lao Cai,East,District #16
46808,Viet Tri,East,District #16
46809,Thai Nguyen,East,District #16
46814,Bac Giang,East,District #16
46815,Bac Giang,East,District #16
46816,Lao Cai,East,District #16
46818,Son Tay,East,District #16
46819,Ninh Binh,East,District #16
46825,Viet Tri,East,District #16
46835,Hai Phong,East,District #16
46845,Lao Cai,East,District #16
46854,Bac Giang,East,District #16
46857,Bac Ninh,East,District #16
46867,Son Tay,East,District #16
46869,Hai Phong,East,District #16
46899,Viet Tri,East,District #16
46901,Bac Ninh,East,District #17
46902,Viet Tri,East,District #17
46904,Viet Tri,East,District #17
46910,Phu Ly,East,District #17
46911,Nam Dinh,East,District #17
46913,Uong Bi,East,District #17
46914,Nam Dinh,East,District #17
46915,Son Tay,East,District #17
46917,Son Tay,East,District #17
46919,Cam Pha,East,District #17
46920,Son Tay,East,District #17
46921,Hanoi,East,District #17
46923,Hanoi,East,District #17
46926,Viet Tri,East,District #17
46928,Cam Pha,East,District #17
46929,Thai Nguyen,East,District #17
46930,Thai Nguyen,East,District #17
46931,Viet Tri,East,District #17
46932,Ha Long,East,District #17
46933,Cam Pha,East,District #17
46936,Nam Dinh,East,District #17
46938,Thai Nguyen,East,District #17
46939,Uong Bi,East,District #17
46940,Nam Dinh,East,District #17
46941,Bac Ninh,East,District #17
46943,Ha Long,East,District #17
46945,Cam Pha,East,District #17
46947,Hai Phong,East,District #17
46950,Nam Dinh,East,District #17
46951,Thai Nguyen,East,District #17
46952,Hanoi,East,District #17
46953,Son Tay,East,District #17
46957,Thai Nguyen,East,District #17
46958,Ninh Binh,East,District #17
46960,Ninh Binh,East,District #17
46961,Ninh Binh,East,District #17
46962,Hai Phong,East,District #17
46970,Hanoi,East,District #17
46974,Ninh Binh,East,District #17
46975,Ninh Binh,East,District #17
46978,Nam Dinh,East,District #17
46979,Thai Nguyen,East,District #17
46982,Thai Nguyen,East,District #17
46985,Bac Giang,East,District #17
46986,Hanoi,East,District #17
46987,Nam Dinh,East,District #17
46988,Thai Nguyen,East,District #17
46989,Ha Long,East,District #17
46990,Lao Cai,East,District #17
46991,Viet Tri,East,District #17
46992,Lao Cai,East,District #17
46994,Cam Pha,East,District #17
46996,Lao Cai,East,District #17
47001,Ha Long,East,District #16
47003,Hanoi,East,District #16
